"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8441","0","181.6","117.8","0.5","307"
"","Haryana","7192","0","152.9","108.2","-0.2","282"
"","Rajasthan","5894","0","132.8","49.0","-6.0","0"
"","Delhi","4251","0","82.7","66.9","-3.0","199"
"","UP","10846","1790","236.3","121.1","-1.8","366"
"","Uttarakhand","1462","0","31.0","16.2","-1.8","78"
"","HP","1024","0","21.9","2.4","-4.6","34"
"","J&K","1576","100","28.1","17.9","-3.6","45"
"","Chandigarh","253","0","4.9","5.8","-0.9","1"
"WR","Chhattisgarh","2694","17","62.7","24.6","-0.2","360"
"","Gujarat","8685","10","200.1","46.6","6.8","426"
"","MP","5532","10","110.7","32.1","-2.2","505"
"","Maharashtra","13099","79","282.3","68.2","6.1","473"
"","Goa","303","1","6.2","6.4","-0.7","55"
"","DD","242","0","5.9","5.5","0.3","44"
"","DNH","518","1","12.5","12.5","0.0","66"
"","Essar steel","449","6","10.1","10.3","-0.1","0"
"SR","Andhra Pradesh","9559","500","213.4","78.6","2.3","292"
"","Karnataka","6253","300","124.5","3.0","-2.3","204"
"","Kerala","2649","0","47.3","23.0","1.2","171"
"","Tamil Nadu","10328","505","228.5","76.8","-1.4","340"
"","Pondy","278","0","5.6","6.4","-0.8","17"
"ER","Bihar","2056","0","44.5","45.7","-1.1","0"
"","DVC","2704","0","58.5","-22.8","0.2","270"
"","Jharkhand","997","0","20.4","14.7","-1.6","80"
"","Odisha","3405","0","64.6","18.6","2.5","350"
"","West Bengal","6329","14","131.0","39.2","7.2","500"
"","Sikkim","56","0","0.9","1.6","-0.8","0"
"NER","Arunachal Pradesh","99","6","1.2","1.8","-0.6","25"
"","Assam","1102","158","23.3","15.9","2.4","255"
"","Manipur","96","6","1.4","2.4","-1.0","1"
"","Meghalaya","241","9","4.2","0.4","-0.2","82"
"","Mizoram","53","2","1.0","1.2","-0.2","6"
"","Nagaland","90","5","1.3","1.5","-0.6","16"
"","Tripura","198","22","3.1","1.7","0.0","55"
