"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","2.81","14.31","17.12","58.13","24.76"
"SR GRID","0.00","0.00","2.81","14.31","17.12","58.13","B. Frequency Profile (%)24.76"
