"Share of RES in total generation (%)","8.61","5.10","21.78","0.38","0.08","9.07"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","31.52","10.54","39.80","8.69","21.51","21.84"
