"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5541","0","122.5","51.4","-0.1","168","0.0"
"","Haryana","5284","283","104.8","45.5","0.4","700","2.6"
"","Rajasthan","8681","0","179.1","48.1","2.0","880","0.0"
"","Delhi","4318","0","85.9","67.6","-1.5","378","0.1"
"","UP","14335","0","296.2","95.2","-1.7","634","0.0"
"","Uttarakhand","1730","0","35.8","26.6","0.7","315","0.0"
"","HP","1361","0","25.6","16.9","2.0","287","0.0"
"","J&K","2017","504","41.9","32.7","-0.5","410","9.9"
"","Chandigarh","199","0","4.1","3.9","0.2","289","0.0"
"WR","Chhattisgarh","3589","0","85.7","16.2","-1.3","171","0.0"
"","Gujarat","15377","0","346.4","156.2","3.8","373","2.3"
"","MP","8644","0","186.0","80.8","-2.6","428","0.0"
"","Maharashtra","21938","0","488.1","152.0","-1.2","536","0.0"
"","Goa","501","0","11.7","10.2","0.8","51","0.0"
"","DD","334","0","7.4","7.0","0.4","45","0.0"
"","DNH","755","0","17.6","17.0","0.6","62","0.0"
"","Essar steel","341","0","6.2","6.1","0.1","212","0.0"
"SR","Andhra Pradesh","8252","0","177.4","50.7","0.7","312","0.0"
"","Telangana","8796","0","180.1","94.7","-4.4","425","0.0"
"","Karnataka","10688","0","230.8","83.2","-0.3","474","0.0"
"","Kerala","3808","0","80.1","49.6","1.6","273","0.0"
"","Tamil Nadu","15194","0","340.1","184.9","2.5","368","0.0"
"","Pondy","369","0","7.9","8.1","-0.2","46","0.0"
"ER","Bihar","4524","0","77.6","74.2","0.3","220","0.0"
"","DVC","2830","0","64.5","-46.4","1.9","225","0.0"
"","Jharkhand","1193","0","24.3","15.1","1.0","100","0.0"
"","Odisha","3608","0","74.8","24.9","0.1","225","0.0"
"","West Bengal","8327","0","160.9","30.5","0.8","225","0.0"
"","Sikkim","98","0","1.6","1.4","0.1","15","0.0"
"NER","Arunachal Pradesh","112","2","2.0","1.6","0.5","65","0.0"
"","Assam","1454","51","25.1","20.5","2.2","95","0.6"
"","Manipur","167","2","2.2","2.3","-0.1","24","0.0"
"","Meghalaya","264","0","4.6","2.5","-0.2","45","0.0"
"","Mizoram","73","2","1.3","1.1","0.1","10","0.0"
"","Nagaland","121","4","1.8","1.7","0.0","30","0.0"
"","Tripura","240","5","3.5","2.7","-0.2","50","0.1"
