"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","42092","45455","38818","18945","2452","147762"
"Peak Shortage (MW)","509","0","0","0","55","564"
"Energy Met (MU)","891","1018","881","360","43","3193"
"Hydro Gen (MU)","134","47","138","60","13","392"
"Wind Gen (MU)","11","8","8","----------","----------","27"
"Solar Gen (MU)*","27.74","19.6","76.72","1.82","0.04","126"
"Energy Shortage (MU)","11.0","0.0","0.0","0.0","0.9","11.9"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","43989","46416","41372","18873","2536","152778"
"","18:36","18:35","18:27","17:51","17:44","18:36"
