"","NR","WR","SR","ER","NER"
"Schedule(MU)","82.1","-46.8","42.4","-84.9","6.2"
"Actual(MU)","81.8","-45.5","42.2","-86.0","6.9"
"O/D/U/D(MU)","-0.3","1.3","-0.2","-1.1","0.7"
