"","NR","WR","SR","ER","NER"
"Schedule(MU)","102.0","-112.8","36.8","-33.8","6.2"
"Actual(MU)","100.7","-116.3","41.4","-37.3","8.9"
"O/D/U/D(MU)","-1.3","-3.5","4.6","-3.4","2.7"
