"","NR","WR","SR","ER","NER","All India"
"Coal","622","1240","483","447","11","2803"
"Lignite","24","14","43","0","0","82"
"Hydro","334","15","39","66","14","468"
"Nuclear","27","18","59","0","0","104"
"Gas, Naptha & Diesel","42","39","14","0","28","123"
"RES (Wind, Solar, Biomass & Others)","67","135","241","2","0","445"
"Total","1116","1462","878","516","54","4025"
