"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4947","0","100.5","51.2","1.3","251"
"","Haryana","5057","0","92.3","41.5","-1.3","132"
"","Rajasthan","6161","0","132.4","51.9","-1.9","72"
"","Delhi","3535","0","74.0","55.8","-3.4","21"
"","UP","9357","1460","212.1","78.4","-4.2","159"
"","Uttarakhand","1558","60","31.9","18.7","0.2","168"
"","HP","1222","0","24.0","13.0","0.0","175"
"","J&K","1384","100","28.0","18.1","0.9","342"
"","Chandigarh","211","0","4.3","4.3","0.0","13"
"WR","Chhattisgarh","2713","604","61.5","12.4","3.6","434"
"","Gujarat","11208","47","244.4","44.0","3.7","452"
"","MP","6939","10","128.6","67.5","-2.3","132"
"","Maharashtra","16594","206","365.7","123.3","-1.1","487"
"","Goa","370","71","8.0","7.5","0.0","65"
"","DD","266","0","6.3","5.5","0.7","86"
"","DNH","609","1","14.5","13.9","0.5","75"
"SR","Andhra Pradesh","10432","2800","234.6","74.1","1.2","278"
"","Karnataka","7426","600","167.4","25.4","0.9","340"
"","Kerala","2978","500","59.8","35.2","2.5","265"
"","Tamil Nadu","10546","1343","232.6","72.5","2.9","318"
"","Pondy","311","0","6.6","7.8","-1.2","5"
"ER","Bihar","1652","450","34.1","35.6","-1.5","40"
"","DVC","2469","0","54.3","-23.2","0.0","80"
"","Jharkhand","970","0","19.4","9.0","-1.5","170"
"","Odisha","3536","0","64.0","10.9","2.7","300"
"","West Bengal","6109","20","107.5","24.9","2.3","480"
"","Sikkim","57","0","0.7","1.8","-1.1","0"
"NER","Arunachal Pradesh","83","4","1.1","1.0","0.1","38"
"","Assam","956","177","15.8","10.4","0.7","96"
"","Manipur","76","5","1.2","1.0","0.2","37"
"","Meghalaya","247","13","4.0","2.2","0.5","57"
"","Mizoram","51","1","1.1","0.9","0.2","19"
"","Nagaland","75","3","1.2","1.2","0.0","30"
"","Tripura","175","19","3.2","1.0","0.1","22"
