"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","11561","0","249.8","129.4","-0.7","306","0.0"
"","Haryana","9123","0","197.7","144.7","0.1","205","0.0"
"","Rajasthan","11035","0","240.6","81.4","1.6","500","0.0"
"","Delhi","5876","0","123.2","101.0","1.1","443","0.0"
"","UP","19038","180","383.0","168.7","1.2","734","2.3"
"","Uttarakhand","1868","0","40.1","13.7","-0.4","114","0.0"
"","HP","1397","0","28.7","2.7","-0.8","53","0.0"
"","J&K","2189","386","48.5","21.3","2.2","681","11.3"
"","Chandigarh","328","0","6.2","7.0","-0.8","29","0.0"
"WR","Chhattisgarh","3826","0","85.2","33.5","2.1","540","0.0"
"","Gujarat","15833","0","340.6","81.0","5.2","641","0.0"
"","MP","8291","0","190.4","107.0","-0.1","494","0.0"
"","Maharashtra","19213","0","436.2","123.2","1.4","343","0.0"
"","Goa","541","0","12.4","11.7","0.1","61","0.0"
"","DD","318","0","7.2","7.0","0.2","36","0.0"
"","DNH","804","0","18.6","18.8","-0.2","45","0.0"
"","Essar steel","329","0","5.6","5.8","-0.2","246","0.0"
"SR","Andhra Pradesh","8450","0","176.2","43.3","1.1","568","0.0"
"","Telangana","7287","0","151.8","35.8","-0.6","489","0.0"
"","Karnataka","10114","0","191.5","70.2","1.3","836","0.0"
"","Kerala","3656","0","71.4","55.6","2.0","254","0.0"
"","Tamil Nadu","15111","0","329.9","130.5","-0.4","401","0.0"
"","Pondy","404","0","8.4","8.7","-0.3","47","0.0"
"ER","Bihar","5363","0","109.3","104.7","-0.2","50","0.0"
"","DVC","3359","0","66.7","-51.9","0.0","200","0.0"
"","Jharkhand","1172","0","25.3","16.0","0.1","100","0.0"
"","Odisha","4360","0","91.1","30.4","2.9","500","0.0"
"","West Bengal","9135","0","183.4","61.1","4.6","400","0.0"
"","Sikkim","99","0","1.2","1.5","-0.3","20","0.0"
"NER","Arunachal Pradesh","123","1","2.4","2.6","-0.3","41","0.0"
"","Assam","1678","172","33.2","27.9","1.0","95","1.0"
"","Manipur","174","2","2.6","2.3","0.3","38","0.0"
"","Meghalaya","304","0","5.6","2.5","0.3","54","0.0"
"","Mizoram","99","2","1.9","1.4","0.3","32","0.0"
"","Nagaland","136","1","2.4","2.5","-0.2","29","0.0"
"","Tripura","289","16","5.7","4.9","0.4","53","0.0"
