"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.2","2.6","9.9","2.8","96.3","0.9"
"SR GRID","0.0","0.0","2.4","15.5","2.4","97.2","0.5"
