"","NR","WR","SR","ER","NER"
"Schedule(MU)","89.0","-45.0","36.0","-93.2","8.2"
"Actual(MU)","98.6","-46.1","36.0","-97.8","7.5"
"O/D/U/D(MU)","9.6","-1.1","-0.1","-4.6","-0.7"
