"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4699","0","94.2","48.1","-1.1","140"
"","Haryana","6617","0","107.3","80.6","-2.8","179"
"","Rajasthan","8177","0","179.4","49.6","1.1","197"
"","Delhi","3737","0","79.4","67.7","-1.6","83"
"","UP","13184","550","277.7","109.5","1.2","455"
"","Uttarakhand","1732","0","35.1","25.5","1.9","278"
"","HP","1247","0","23.8","14.3","1.8","158"
"","J&K","2023","506","41.3","25.9","3.2","253"
"","Chandigarh","196","0","3.9","3.9","0.3","22"
"WR","Chhattisgarh","3835","41","89.5","33.8","2.4","265"
"","Gujarat","13564","24","304.1","78.7","0.7","501"
"","MP","8259","5","179.0","104.5","-2.4","415"
"","Maharashtra","19926","0","439.5","138.2","0.1","550"
"","Goa","479","0","10.6","8.5","1.8","65"
"","DD","301","0","6.6","6.6","0.1","34"
"","DNH","709","0","16.4","16.6","-0.3","13"
"","Essar steel","473","0","9.3","7.9","1.5","281"
"SR","Andhra Pradesh","6952","0","156.5","25.5","1.3","397"
"","Telangana","6624","0","148.8","90.1","-0.7","364"
"","Karnataka","9331","500","204.2","61.3","0.0","343"
"","Kerala","3786","0","74.3","55.5","1.5","176"
"","Tamil Nadu","14614","0","319.2","147.9","-0.1","623"
"","Pondy","350","0","7.3","7.6","-0.3","7"
"ER","Bihar","3026","0","61.1","51.4","5.8","489"
"","DVC","2885","0","65.1","-41.1","-1.1","325"
"","Jharkhand","1190","0","23.2","11.6","1.7","189"
"","Odisha","3840","0","80.2","19.8","1.1","365"
"","West Bengal","7732","0","160.0","46.2","1.7","345"
"","Sikkim","54","0","1.3","1.3","0.0","27"
"NER","Arunachal Pradesh","111","0","1.8","1.8","0.0","47"
"","Assam","1301","87","21.1","16.0","1.2","318"
"","Manipur","142","2","2.2","2.1","0.0","18"
"","Meghalaya","267","0","4.5","2.4","0.4","42"
"","Mizoram","73","3","1.3","1.3","0.0","7"
"","Nagaland","121","0","2.1","1.7","0.4","46"
"","Tripura","251","4","3.9","2.9","0.9","96"
