"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","4.7","6.5","4.7","91.6","3.7"
"SR GRID","0.0","0.0","4.0","9.9","4.0","88.5","7.6"
