"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4492","325","88.7","46.9","4.6","433"
"","Haryana","5496","0","103.0","38.4","0.3","315"
"","Rajasthan","8730","0","186.2","79.9","-1.5","446"
"","Delhi","3277","0","60.0","42.5","-0.4","268"
"","UP","10096","2075","217.3","72.5","0.4","591"
"","Uttarakhand","1673","155","29.8","19.6","0.2","182"
"","HP","1345","8","25.3","18.8","0.8","259"
"","J&K","1891","100","39.0","30.5","2.2","299"
"","Chandigarh","199","0","3.5","3.2","0.4","38"
"WR","Chhattisgarh","2887","12","61.9","11.7","-1.0","246"
"","Gujarat","11086","19","241.0","49.5","-1.0","589"
"","MP","9784","20","199.6","125.1","-0.5","462"
"","Maharashtra","18026","641","354.7","107.9","5.8","774"
"","Goa","340","1","6.8","6.9","-0.3","41"
"","DD","218","0","4.2","4.6","-0.4","17"
"","DNH","606","1","14.2","14.0","0.3","37"
"","Essar steel","402","1","8.4","8.3","0.0","42"
"SR","Andhra Pradesh","10987","0","242.2","95.0","3.6","527"
"","Karnataka","7481","850","160.4","24.3","2.4","393"
"","Kerala","3195","150","57.4","34.7","2.6","224"
"","Tamil Nadu","11279","1283","237.6","71.4","-0.8","395"
"","Pondy","300","0","5.7","6.2","-0.4","36"
"ER","Bihar","1923","600","36.7","33.4","0.7","140"
"","DVC","2444","150","54.3","-21.0","-1.8","360"
"","Jharkhand","1001","0","21.2","11.1","0.0","220"
"","Odisha","3369","0","65.6","11.1","4.8","240"
"","West Bengal","5936","80","104.8","10.9","11.6","790"
"","Sikkim","103","0","2.4","1.2","1.3","25"
"NER","Arunachal Pradesh","122","3","1.5","1.1","0.4","56"
"","Assam","1065","87","17.7","10.5","3.1","242"
"","Manipur","116","5","1.5","1.5","0.0","48"
"","Meghalaya","304","6","4.7","2.7","0.0","74"
"","Mizoram","65","4","1.2","0.9","0.1","21"
"","Nagaland","94","6","1.4","1.3","-0.1","26"
"","Tripura","164","22","3.4","-0.1","1.1","29"
