"Share of RES in total generation (%)","10.27","7.77","16.39","0.44","0.08","9.01"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","33.35","13.89","36.29","8.89","21.75","22.27"
