"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.3","6.3","1.3","83.4","15.3"
"SR GRID","0.0","0.0","2.5","11.3","2.5","88.8","8.8"
