"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.0","0.0","3.3","9.7","12.9","60.3","26.8"
"SR GRID","0.0","0.0","3.3","9.7","12.9","60.3","26.8"
