"","NR","WR","SR","ER","NER"
"Schedule(MU)","117.3","-112.4","49.9","-61.3","9.4"
"Actual(MU)","121.7","-115.9","52.5","-71.2","11.4"
"O/D/U/D(MU)","4.4","-3.5","2.6","-10.0","2.0"
