"INTER-REGIONAL EXCHANGESDate of Reporting :9-Dec-15","","","","","","","",""
"","","","","","","","","Import=(+ve) /Export =(-ve) for NET (MU)"
"Sl No","Voltage Level","Line Details","Circuit","Max Import  (MW)","Max Export (MW)","Import   (MU)","Export(MU)","NET(MU)"
"Import/Export of ER (With NR)","","","","","","","",""
"1","765KV","GAYA-FATEHPUR","S/C","0","118","0.0","0.5","-0.5"
"","","GAYA-BALIA","S/C","0","0","0.0","2.3","-2.3"
"2","","SASARAM-FATEHPUR","S/C","0","0","0.0","7.1","-7.1"
"3","HVDC LINK","PUSAULI  B/B","S/C","0","0","0.0","1.5","-1.5"
"4","400 KV","PUSAULI-SARNATH","S/C","44","146","0.0","0.0","0.0"
"5","","PUSAULI -ALLAHABAD","D/C","0","98","0.0","0.0","0.0"
"6","","MUZAFFARPUR-GORAKHPUR","D/C","887","181","0.0","2.9","-2.9"
"7","","PATNA-BALIA","Q/C","0","301","0.0","12.5","-12.5"
"8","","BIHARSHARIFF-BALIA","D/C","175","164","0.0","2.0","-2.0"
"","","BARH-GORAKHPUR","D/C","0","0","0.0","11.5","-11.5"
"10","220 KV PUSAULI-SAHUPURI","","S/C","0","171","0.0","2.9","-2.9"
"11","132 KV","SONE NAGAR-RIHAND","S/C","0","1","0.0","0.0","0.0"
"12","","GARWAH-RIHAND","S/C","48","0","0.6","0.0","0.6"
"13","","KARMANASA-SAHUPURI","S/C","0","0","0.0","0.0","0.0"
"14","","KARMANASA-CHANDAULI","S/C","0","0","0.0","0.0","0.0"
"ER-NR","","","","","","0.6","43.1","-42.5"
"Import/Export of ER (With  WR)","","","","","","","",""
"15","765 KV","JHARSUGUDA-DHARAMJAIGARH S/C","D/C","0","0","0.0","10.2","-10.2"
"16","","NEW RANCHI-DHARAMJAIGARH","S/C","0","0","0.0","3.6","-3.6"
"17","400 KV","ROURKELA - RAIGARH ( SEL LILO BYPASS)","S/C","0","0","0.3","0.0","0.3"
"18","","JHARSUGUDA-RAIGARH","S/C","0","0","3.9","0.0","3.9"
"19","","IBEUL-RAIGARH","S/C","0","0","1.2","0.0","1.2"
"20","","STERLITE-RAIGARH","D/C","0","0","0.0","2.5","-2.5"
"21","","RANCHI-SIPAT","D/C","334","109","0.0","3.3","-3.3"
"22","220 KV","BUDHIPADAR-RAIGARH","S/C","0","163","0.0","2.1","-2.1"
"23","","BUDHIPADAR-KORBA","D/C","62","79","0.0","0.0","0.0"
"ER-WR","","","","","","5.4","21.7","-16.3"
"Import/Export of ER (With  SR)","","","","","","","",""
"24","HVDC LINK","JEYPORE-GAZUWAKA B/B","D/C","0","780","0","14.5","-14.5"
"25","","TALCHER-KOLAR BIPOLE","D/C","0","2448","0","45.3","-45.3"
"26","400 KV","TALCHER-I/C","","373.611","718","1.2519","0.4277","0.8"
"27","220 KV","BALIMELA-UPPER-SILERRU","S/C","0","0","0","0","0.0"
"ER-SR","","","","","","1.3","59.8","-59.8"
"Import/Export  of ER (With NER)","","","","","","","",""
"27","400 KV","BINAGURI-BONGAIGAON","Q/C","162","305","1","0","1"
"28","220 KV","BIRPARA-SALAKATI","D/C","43","94","0","0","0"
"ER-NER","","","","","","1.3","0.0","1.3"
"Import/Export of NR (With NER)","","","","","","","",""
"-29HVDCBISWANATH CHARIALI-AGRA0500","","","","","","0","9","-9.1"
"NR-NER","","","","","","0.0","9.1","-9.1"
"Import/Export of WR (With NR)","","","","","","","",""
"30","HVDC","V'CHAL B/B","D/C","50","200","0.7","1.4","-0.8"
"31","765 KV","GWALIOR-AGRA","D/C","0","3228","0.0","65.8","-65.8"
"32","765 KV","PHAGI-GWALIOR","D/C","0","684","0","27.0","-27.0"
"33","400 KV","ZERDA-KANKROLI","S/C","293","0","3.7","0.0","3.7"
"34","400 KV","ZERDA -BHINMAL","S/C","225","105","1.6","0.0","1.6"
"35","400 KV","V'CHAL -RIHAND","S/C","0","0","0.0","0.0","0.0"
"36","220 KV","BADOD-KOTA","S/C","89","0","1.5","0.0","1.5"
"37","","BADOD-MORAK","S/C","53","4","0.5","0.0","0.5"
"38","","MEHGAON-AURAIYA","S/C","50","0","1.0","0.0","1.0"
"39","","MALANPUR-AURAIYA","S/C","23","2","0.3","0.0","0.3"
"40","132KV","GWALIOR-SAWAI MADHOPUR","S/C","0","0","0.0","0.0","0.0"
"WR-NR","","","","","","9.2","94.2","-85.0"
"41APL -MHGD/CHVDC02519","","","","","","0","56","-55.7"
"Import/Export of WR (With SR)","","","","","","","",""
"42","HVDC LINK","BHADRAWATI B/B","-","0","1000","0.0","23.6","-23.6"
"43","","BARSUR-L.SILERU","-","0","0","0.0","0.0","0.0"
"44","765 KV","SOLAPUR-RAICHUR","D/C","0","1664","0.0","26.6","-26.6"
"","400 KV","KOLHAPUR-KUDGI","D/C","283","0","3.7","0.0","3.7"
"45","220 KV","KOLHAPUR-CHIKODI","D/C","0","213","0.0","4.5","-4.5"
"46","","PONDA-AMBEWADI","S/C","0","0","0.0","0.0","0.0"
"47","","XELDEM-AMBEWADI","S/C","97","0","2.1","0.0","2.1"
"WR-SR","","","","","","5.8","54.7","-48.9"
"TRANSNATIONAL EXCHANGE","","","","","","","",""
"47","","BHUTAN","5.2","","","","",""
"48","","NEPAL","-4.8","","","","",""
"49","","BANGLADESH","-9.2","","","","",""
