"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","267.8","-213.9","8.2","-61.5","-0.4","0.2"
"Actual(MU)","277.2","-229.8","12.5","-62.9","1.2","-1.8"
"O/D/U/D(MU)","9.4","-16.0","4.3","-1.3","1.6","-2.0"
