"","NR","WR","SR","ER","NER","Total"
"Thermal (Coal & Lignite)","607","1068","500","381","5","2561"
"Hydro","241","19","99","110","23","492"
"Nuclear","23","3","50","0","0","77"
"Gas, Naptha & Diesel","41","55","18","0","22","135"
"RES (Wind, Solar, Biomass & Others)","25","60","206","0","0","291"
"Total","937","1206","873","491","50","3556"
