"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","52784","42805","40186","20166","2573","158515"
"Peak Shortage (MW)","1072","30","0","720","164","1986"
"Energy Met (MU)","1183","947","880","401","47","3459"
"Hydro Gen(MU)","241","19","99","110","23","492"
"Wind Gen(MU)","8","52","142","----------","----------","201"
"Solar Gen (MU)*","11.01","7.98","28.90","0.42","0.02","48"
"Energy Shortage (MU)","10.3","0.1","0.0","2.2","1.3","13.9"
"Maximum Demand Met during the day (MW) (from NLDC SCADA)","52920","42645","40851","20324","2871","158531"
