"","NR","WR","SR","ER","NER"
"Schedule(MU)","95.2","-61.7","32.1","-76.0","7.0"
"Actual(MU)","86.6","-58.0","31.8","-69.4","10.3"
"O/D/U/D(MU)","-8.6","3.7","-0.3","6.6","3.3"
