"","NR","WR","SR","ER","NER"
"Schedule(MU)","117.4","-109.7","42.5","-49.4","0.0"
"Actual(MU)","121.5","-125.2","42.7","-43.5","1.4"
"O/D/U/D(MU)","4.1","-15.5","0.2","5.9","1.4"
