"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8606","0","180.4","82.7","0.9","153"
"","Haryana","7931","384","163.9","82.9","-0.2","259"
"","Rajasthan","7990","0","179.8","54.4","1.1","371"
"","Delhi","4845","0","101.4","73.5","1.2","232"
"","UP","9114","5700","229.5","88.9","5.4","928"
"","Uttarakhand","1633","235","35.2","14.8","1.7","185"
"","HP","1286","0","27.0","6.2","0.3","95"
"","J&K","1436","0","26.9","15.1","1.2","224"
"","Chandigarh","271","0","5.4","4.2","1.2","110"
"WR","Chhattisgarh","3125","42","67.2","19.9","0.0","158"
"","Gujarat","11350","64","249.4","77.0","0.6","240"
"","MP","6863","0","142.3","56.7","3.4","530"
"","Maharashtra","17160","54","373.7","130.2","1.9","323"
"","Goa","390","0","7.8","7.4","0.2","89"
"","DD","275","0","6.1","6.0","0.0","48"
"","DNH","658","0","15.0","14.8","0.2","45"
"","Essar steel","336","0","7.3","7.2","0.1","110"
"SR","Andhra Pradesh","5588","600","125.7","30.8","0.5","1224"
"","Telangana","6099","200","141.1","54.2","1.2","371"
"","Karnataka","7550","800","157.6","25.2","2.2","330"
"","Kerala","3327","0","60.3","38.5","1.9","234"
"","Tamil Nadu","12866","0","272.8","74.4","0.2","302"
"","Pondy","320","0","6.4","6.4","-0.1","74"
"ER","Bihar","2440","100","48.9","46.6","2.2","270"
"","DVC","2460","0","55.0","-8.0","0.7","280"
"","Jharkhand","848","80","19.8","11.9","1.2","100"
"","Odisha","3640","0","74.9","16.2","0.0","250"
"","West Bengal","7477","0","144.6","44.6","3.5","300"
"","Sikkim","88","0","1.2","1.1","0.1","21"
"NER","Arunachal Pradesh","111","2","1.9","1.7","0.2","30"
"","Assam","1175","241","24.1","15.2","3.3","234"
"","Manipur","111","10","1.5","2.1","-0.6","39"
"","Meghalaya","274","6","4.4","0.4","-0.5","38"
"","Mizoram","72","2","1.2","1.1","0.1","20"
"","Nagaland","110","4","1.8","1.3","0.1","31"
"","Tripura","231","5","3.3","1.5","-0.4","85"
