"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5490","0","115.6","60.4","-0.8","169"
"","Haryana","7237","0","128.3","88.0","-1.4","116"
"","Rajasthan","8651","0","193.6","53.0","1.4","240"
"","Delhi","4752","0","98.1","78.4","-1.1","74"
"","UP","13485","450","296.2","120.1","1.7","296"
"","Uttarakhand","1860","0","38.2","26.5","2.2","169"
"","HP","1215","0","24.9","12.3","1.4","211"
"","J&K","2010","503","42.5","24.7","1.5","298"
"","Chandigarh","240","0","5.0","4.9","0.3","37"
"WR","Chhattisgarh","3796","0","92.4","30.9","-0.1","316"
"","Gujarat","13766","0","310.1","66.5","1.0","427"
"","MP","8232","0","182.8","108.3","-1.8","295"
"","Maharashtra","20207","0","448.0","127.2","-2.4","533"
"","Goa","456","0","9.6","8.8","0.7","89"
"","DD","307","0","6.9","6.5","0.4","41"
"","DNH","729","0","16.5","16.8","-0.3","19"
"","Essar steel","633","0","13.3","12.5","0.8","152"
"SR","Andhra Pradesh","7123","0","157.9","22.3","1.7","604"
"","Telangana","6381","0","146.9","93.4","-0.1","386"
"","Karnataka","9280","0","211.7","58.6","1.4","339"
"","Kerala","3883","125","77.9","55.4","1.6","212"
"","Tamil Nadu","14814","0","337.6","151.1","4.7","550"
"","Pondy","336","0","7.1","7.4","-0.3","14"
"ER","Bihar","3506","100","68.8","64.7","-0.8","465"
"","DVC","2885","0","65.2","-32.5","-0.4","325"
"","Jharkhand","1199","0","23.5","18.1","1.6","185"
"","Odisha","3979","0","87.0","28.0","0.7","345"
"","West Bengal","7727","19","161.7","49.5","0.5","385"
"","Sikkim","67","0","1.6","1.8","-0.3","40"
"NER","Arunachal Pradesh","109","1","1.8","2.5","-0.6","28"
"","Assam","1156","193","17.5","13.9","-0.5","157"
"","Manipur","124","1","1.6","2.1","-0.5","8"
"","Meghalaya","218","0","3.8","0.4","0.4","117"
"","Mizoram","80","0","1.2","1.4","-0.2","14"
"","Nagaland","95","1","1.6","1.8","-0.3","2"
"","Tripura","263","6","4.1","2.5","1.8","126"
