"","NR","WR","SR","ER","NER"
"Schedule(MU)","124.4","-116.0","42.4","-50.7","0.8"
"Actual(MU)","135.4","-129.2","44.4","-50.8","-0.2"
"O/D/U/D(MU)","11.0","-13.2","2.0","-0.1","-1.0"
