"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","0.9","0.0","91.7","8.3"
"SR GRID","0.0","0.0","0.0","0.9","0.0","91.7","8.3"
