"","NR","WR","SR","ER","NER"
"Schedule(MU)","123.1","-108.7","30.3","-51.0","5.2"
"Actual(MU)","119.1","-105.4","26.0","-45.8","5.7"
"O/D/U/D(MU)","-4.0","3.3","-4.3","5.3","0.5"
