"","NR","WR","SR","ER","NER"
"Schedule(MU)","123.6","-108.6","29.5","-54.6","5.3"
"Actual(MU)","119.6","-110.6","30.4","-48.0","4.4"
"O/D/U/D(MU)","-4.0","-2.0","0.9","6.6","-0.9"
