"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.047","0.00","0.27","8.92","9.19","73.94","16.88"
"SR GRID","0.047","0.00","0.27","8.92","9.19","73.94","16.88"
