"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7756","0","169.3","99.1","0.0","110"
"","Haryana","5969","343","133.5","66.6","1.6","274"
"","Rajasthan","7055","0","152.6","57.1","-5.6","0"
"","Delhi","4449","0","92.0","67.4","1.2","274"
"","UP","10782","2215","232.5","110.5","-1.0","302"
"","Uttarakhand","1478","310","32.1","12.1","2.2","257"
"","HP","1206","0","24.7","5.8","1.6","119"
"","J&K","1634","100","30.0","17.6","-1.2","120"
"","Chandigarh","256","0","5.2","5.0","0.2","49"
"WR","Chhattisgarh","2988","26","68.8","14.7","-0.2","355"
"","Gujarat","8426","40","178.8","35.4","1.4","397"
"","MP","6648","9","133.9","53.2","-0.8","369"
"","Maharashtra","14607","86","319.9","92.0","4.7","414"
"","Goa","394","1","7.9","7.0","0.5","93"
"","DD","261","0","6.1","6.0","0.1","44"
"","DNH","633","1","14.8","14.4","0.4","47"
"","Essar steel","200","0","4.0","4.0","0.0","51"
"SR","Andhra Pradesh","11183","250","268.7","86.7","2.8","382"
"","Karnataka","7598","500","156.7","24.3","0.8","287"
"","Kerala","3212","150","59.7","18.2","-0.4","185"
"","Tamil Nadu","12106","190","265.2","72.0","1.4","434"
"","Pondy","306","30","6.5","6.4","0.1","36"
"ER","Bihar","1943","-500","38.4","34.5","3.9","600"
"","DVC","2474","-390","56.2","-16.3","2.6","400"
"","Jharkhand","996","0","19.1","13.4","-0.9","170"
"","Odisha","3351","0","71.0","11.7","-3.1","220"
"","West Bengal","6345","-23","133.9","31.4","0.5","400"
"","Sikkim","88","0","1.1","0.7","0.4","30"
"NER","Arunachal Pradesh","98","2","1.3","1.6","-0.2","23"
"","Assam","1126","236","21.6","14.1","1.8","212"
"","Manipur","106","14","1.4","2.1","-0.8","9"
"","Meghalaya","259","14","4.4","1.3","-0.9","51"
"","Mizoram","55","2","1.0","1.2","-0.4","13"
"","Nagaland","95","2","1.6","1.3","-0.1","8"
"","Tripura","183","42","3.9","1.2","0.7","51"
