"","NR","WR","SR","ER","NER","All India"
"Coal","398","995","362","375","10","2141"
"Lignite","16","17","35","0","0","67"
"Hydro","127","34","131","58","12","362"
"Nuclear","28","24","55","0","0","107"
"Gas, Naptha & Diesel","28","35","16","0","22","101"
"RES (Wind, Solar, Biomass & Others)","49","79","116","2","0","246"
"Total","646","1184","714","435","45","3024"
