"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","3352","0","58.8","40.0","1.1","236"
"","Haryana","5233","0","85.9","60.2","-0.3","415"
"","Rajasthan","7055","0","133.9","58.8","1.5","417"
"","Delhi","3059","0","54.9","40.8","1.5","318"
"","UP","9433","1670","178.3","66.9","2.3","607"
"","Uttarakhand","1579","0","30.1","17.1","1.8","207"
"","HP","1116","0","21.4","15.7","-2.9","63"
"","J&K","1781","314","25.2","27.9","-9.4","115"
"","Chandigarh","182","0","3.4","3.5","0.3","24"
"WR","Chhattisgarh","3187","96","60.1","16.6","-6.0","317"
"","Gujarat","10808","0","228.2","59.7","1.3","658"
"","MP","5979","0","116.2","50.9","-1.2","315"
"","Maharashtra","14281","94","307.3","67.3","1.9","762"
"","Goa","401","0","8.2","8.2","-0.7","153"
"","DD","277","0","6.0","6.1","-0.1","36"
"","DNH","669","0","15.5","15.8","0.1","52"
"","Essar steel","463","0","10.3","10.2","0.1","119"
"SR","Andhra Pradesh","6262","0","138.0","30.4","-0.4","608"
"","Telangana","5460","0","124.8","71.1","3.6","322"
"","Karnataka","8534","300","183.4","29.6","4.6","670"
"","Kerala","3329","50","62.8","43.0","2.2","276"
"","Tamil Nadu","11907","850","268.1","105.7","-1.8","452"
"","Pondy","310","0","6.1","6.3","-0.2","27"
"ER","Bihar","2637","0","47.4","49.6","-5.6","0"
"","DVC","2582","0","55.3","-13.8","-1.5","200"
"","Jharkhand","1022","0","21.9","11.3","-0.5","80"
"","Odisha","3557","0","67.7","22.0","2.7","250"
"","West Bengal","6381","0","136.0","30.1","2.7","400"
"","Sikkim","93","0","1.4","1.5","-0.1","25"
"NER","Arunachal Pradesh","98","2","1.4","1.2","0.2","32"
"","Assam","1148","116","23.9","14.2","5.7","167"
"","Manipur","124","1","1.7","1.9","-0.3","66"
"","Meghalaya","319","3","4.5","4.7","-1.5","45"
"","Mizoram","70","3","1.1","1.0","0.1","24"
"","Nagaland","103","2","2.3","1.5","0.7","31"
"","Tripura","229","1","2.9","0.0","0.9","94"
