"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7331","0","159.0","103.8","0.9","151"
"","Haryana","6284","0","138.6","87.9","-0.1","278"
"","Rajasthan","7498","0","169.0","65.0","-11.5","0"
"","Delhi","5161","0","109.2","81.4","-0.1","327"
"","UP","11214","1540","248.0","108.8","1.3","582"
"","Uttarakhand","1676","0","36.3","17.2","0.9","159"
"","HP","1223","0","25.2","5.1","-1.4","8"
"","J&K","1368","100","29.4","16.9","-0.8","79"
"","Chandigarh","333","0","6.4","5.6","0.8","68"
"WR","Chhattisgarh","2614","9","62.1","18.5","-0.9","255"
"","Gujarat","11509","73","250.3","74.7","1.7","513"
"","MP","5943","21","113.6","61.0","-3.9","229"
"","Maharashtra","15198","445","344.3","107.3","1.3","727"
"","Goa","374","1","7.6","7.1","0.4","0"
"","DD","256","1","5.9","6.3","-0.4","53"
"","DNH","590","2","13.9","14.2","-0.3","59"
"SR","Andhra Pradesh","9990","1800","227.3","68.6","2.3","319"
"","Karnataka","6623","600","135.5","20.1","0.5","265"
"","Kerala","2811","500","53.1","27.5","2.9","298"
"","Tamil Nadu","11027","1271","246.4","61.1","-0.2","343"
"","Pondy","290","40","6.4","6.5","-0.2","23"
"ER","Bihar","1913","500","39.4","41.5","-2.1","135"
"","DVC","2425","0","55.7","-17.6","-1.7","315"
"","Jharkhand","880","0","18.5","14.2","0.6","185"
"","Odisha","3488","0","67.8","16.7","-2.6","320"
"","West Bengal","6782","12","132.4","43.7","-0.1","280"
"","Sikkim","100","0","1.2","1.1","0.0","15"
"NER","Arunachal Pradesh","99","3","1.3","1.3","0.0","41"
"","Assam","1068","152","21.7","12.8","2.6","138"
"","Manipur","92","3","1.4","1.7","-0.3","30"
"","Meghalaya","258","12","4.6","1.7","-0.5","24"
"","Mizoram","48","3","1.0","0.9","0.1","11"
"","Nagaland","96","3","1.4","1.1","0.0","27"
"","Tripura","170","50","2.8","0.8","0.4","86"
