"","NR","WR","SR","ER","NER"
"Schedule(MU)","110.4","-120.1","38.3","-27.8","-0.5"
"Actual(MU)","116.5","-138.5","43.1","-20.1","-0.4"
"O/D/U/D(MU)","6.1","-18.4","4.8","7.7","0.1"
