"","NR","WR","SR","ER","NER"
"Schedule(MU)","106.9","-56.9","56.8","-112.1","6.6"
"Actual(MU)","89.8","-51.3","57.2","-102.8","4.2"
"O/D/U/D(MU)","-17.1","5.6","0.4","9.3","-2.4"
