"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","139.7","-124.9","54.5","-71.3","0.7","-1.3"
"Actual(MU)","139.8","-123.1","54.6","-69.4","-0.9","1.0"
"O/D/U/D(MU)","0.1","1.8","0.1","1.9","-1.6","2.3"
