"Share of RES in total generation (%)","3.94","6.07","29.01","0.34","0.07","9.84"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","40.58","16.57","47.14","24.39","35.77","31.62"
