"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.00","6.68","6.68","73.53","19.79"
"SR GRID","0.00","0.00","0.00","6.68","6.68","73.53","B. Frequency Profile (%)19.79"
