"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8755","0","184.1","111.9","-0.7","151"
"","Haryana","7854","0","158.9","111.6","-1.6","192"
"","Rajasthan","8091","0","180.2","59.3","1.2","173"
"","Delhi","5494","0","116.1","90.8","0.7","354"
"","UP","12606","3450","298.4","140.3","1.5","428"
"","Uttarakhand","1892","40","41.7","19.9","0.2","142"
"","HP","1265","0","26.9","5.9","0.7","160"
"","J&K","1707","427","36.8","21.7","0.1","180"
"","Chandigarh","317","0","6.2","6.4","0.3","5"
"WR","Chhattisgarh","3191","136","69.9","20.1","0.2","145"
"","Gujarat","13300","0","289.8","49.2","-2.7","246"
"","MP","6105","0","136.7","77.0","-3.4","261"
"","Maharashtra","16958","36","371.7","105.9","0.6","639"
"","Goa","403","0","8.5","7.6","0.3","69"
"","DD","293","0","6.5","6.3","0.3","56"
"","DNH","679","0","15.5","15.7","-0.2","54"
"","Essar steel","416","0","9.1","8.4","0.7","140"
"SR","Andhra Pradesh","6032","0","134.2","29.2","2.5","436"
"","Telangana","5381","0","121.2","79.2","0.3","243"
"","Karnataka","7643","300","164.6","35.7","2.1","639"
"","Kerala","3241","0","60.0","40.4","2.3","239"
"","Tamil Nadu","12250","0","281.8","110.2","-2.8","548"
"","Pondy","326","0","7.0","7.0","0.0","34"
"ER","Bihar","2906","0","56.6","54.4","-1.0","385"
"","DVC","2553","0","58.1","-20.6","-1.5","325"
"","Jharkhand","937","0","19.0","9.8","-2.7","85"
"","Odisha","3526","0","70.2","14.7","0.6","356"
"","West Bengal","7525","0","133.1","48.8","-0.8","298"
"","Sikkim","86","0","1.0","0.6","0.4","20"
"NER","Arunachal Pradesh","81","7","1.0","1.8","-0.8","9"
"","Assam","1168","164","21.8","15.3","1.4","199"
"","Manipur","141","7","1.6","1.8","-0.2","31"
"","Meghalaya","258","1","4.9","0.5","0.4","38"
"","Mizoram","72","4","1.0","0.8","0.2","24"
"","Nagaland","99","5","1.8","1.2","0.5","45"
"","Tripura","177","33","3.1","0.0","1.1","109"
