"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","558","1201","576","399","8","2743"
"Hydro","141","21","87","44","8","302"
"Nuclear","25","31","40","0","0","95"
"Gas, Naptha & Diesel","48","40","25","0","30","143"
"RES (Wind, Solar, Biomass & Others)","40","34","122","1","0","197"
"Total","812","1327","850","444","46","3479"
