"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9560","0","213.4","87.8","-0.1","93","0.0"
"","Haryana","8489","525","181.8","120.6","2.4","274","3.0"
"","Rajasthan","9252","0","198.9","71.8","-0.1","329","1.3"
"","Delhi","5583","0","115.5","90.3","0.4","185","0.1"
"","UP","17182","1100","384.8","180.7","4.0","784","22.4"
"","Uttarakhand","2015","0","42.3","12.5","2.1","191","0.0"
"","HP","1413","0","27.1","5.6","1.5","199","0.0"
"","J&K","2036","509","40.3","21.3","4.4","370","9.5"
"","Chandigarh","277","0","5.5","5.4","0.1","72","0.0"
"WR","Chhattisgarh","3793","0","86.3","31.4","0.8","645","3.3"
"","Gujarat","13813","0","316.3","56.2","-2.4","260","0.0"
"","MP","7802","0","173.5","82.9","-1.4","197","0.0"
"","Maharashtra","17495","561","396.4","111.3","2.0","478","9.8"
"","Goa","463","0","9.3","9.2","0.1","143","0.0"
"","DD","328","0","7.4","6.1","1.3","85","0.0"
"","DNH","731","0","16.6","15.8","0.8","96","0.0"
"","Essar steel","365","0","7.1","7.2","-0.1","135","0.0"
"SR","Andhra Pradesh","7398","0","159","43","3.4","686","0.0"
"","Telangana","9500","0","198","104","-0.5","357","0.0"
"","Karnataka","7812","0","164","45","4.4","577","0.0"
"","Kerala","3241","0","67","42","1.7","327","0.0"
"","Tamil Nadu","13124","0","284","145","3.2","792","0.0"
"","Pondy","326","0","7","7","0.0","26","0.0"
"ER","Bihar","4471","0","86.6","79.7","-1.3","345","0.0"
"","DVC","2959","0","68.4","-27.1","0.2","356","0.0"
"","Jharkhand","1302","0","24.2","18.1","0.5","125","0.0"
"","Odisha","4017","0","79.1","24.7","0.7","398","0.0"
"","West Bengal","8520","0","156.6","64.4","3.6","485","0.0"
"","Sikkim","99","0","1.5","1.2","0.2","20","0.0"
"NER","Arunachal Pradesh","113","2","2.1","3.0","-0.9","8","0.0"
"","Assam","1510","200","29.1","22.4","2.2","177","1.9"
"","Manipur","158","1","2.3","2.4","0.0","14","0.0"
"","Meghalaya","227","0","4.9","-1.1","-0.1","37","0.0"
"","Mizoram","87","1","1.2","1.4","-0.3","25","0.0"
"","Nagaland","108","3","2.1","1.9","0.0","21","0.0"
"","Tripura","226","2","4.0","3.8","0.2","82","0.0"
