"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","171.1","-272.2","156.8","-59.4","3.2","-0.5"
"Actual(MU)","160.3","-267.7","157.7","-54.3","5.0","1.0"
"O/D/U/D(MU)","-10.8","4.5","1.0","5.0","1.8","1.5"
