"","NR","WR","SR","ER","NER"
"Schedule(MU)","104.0","-106.6","42.4","-43.3","2.3"
"Actual(MU)","116.7","-120.8","46.1","-40.0","2.1"
"O/D/U/D(MU)","12.7","-14.2","3.7","3.3","-0.2"
