"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","608","1205","649","421","5","2888"
"Hydro","191","36","48","56","15","347"
"Nuclear","30","18","46","0","0","94"
"Gas, Naptha & Diesel","36","65","17","0","22","139"
"RES (Wind, Solar, Biomass & Others)","53","90","124","1","0","268"
"Total","918","1413","884","478","43","3737"
