"","NR","WR","SR","ER","NER"
"Schedule(MU)","137.8","-118.1","43.5","-71.0","8.2"
"Actual(MU)","134.7","-123.3","50.0","-75.8","11.8"
"O/D/U/D(MU)","-3.1","-5.2","6.5","-4.8","3.6"
