"","NR","WR","SR","ER","NER","All India"
"Coal","485","1253","528","449","8","2724"
"Lignite","27","17","54","0","0","98"
"Hydro","129","50","72","37","3","292"
"Nuclear","24","35","40","0","0","98"
"Gas, Naptha & Diesel","32","42","18","0","22","114"
"RES (Wind, Solar, Biomass & Others)","86","101","195","2","0","384"
"Total","783","1498","907","488","33","3710"
