"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","157.9","-249.0","172.1","-77.4","1.7","5.4"
"Actual(MU)","145.8","-256.8","169.9","-63.7","2.8","-2.0"
"O/D/U/D(MU)","-12.1","-7.9","-2.3","13.7","1.2","-7.5"
