"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4511","0","91.4","50.9","-0.4","132"
"","Haryana","5216","218","96.4","63.8","-0.8","378"
"","Rajasthan","6871","0","149.8","35.2","-4.0","231"
"","Delhi","3504","0","72.7","57.9","-0.3","212"
"","UP","11400","1680","241.5","106.0","-1.0","392"
"","Uttarakhand","1507","75","25.8","20.1","0.5","187"
"","HP","1267","0","25.0","12.5","1.2","148"
"","J&K","1505","100","31.9","20.3","-1.1","84"
"","Chandigarh","186","0","3.6","3.3","0.3","34"
"WR","Chhattisgarh","3138","49","73.3","17.9","-0.6","230"
"","Gujarat","12844","0","287.4","50.0","-0.9","238"
"","MP","6958","0","150.2","73.2","-2.2","250"
"","Maharashtra","18976","204","406.6","130.0","5.9","883"
"","Goa","398","120","8.4","6.7","1.1","105"
"","DD","283","0","6.3","6.1","0.2","16"
"","DNH","661","0","15.1","15.1","0.1","45"
"","Essar steel","530","0","11.3","11.1","0.2","29"
"SR","Andhra Pradesh","11576","1200","266.0","92.8","4.3","405"
"","Karnataka","8644","400","177.9","31.2","-3.5","297"
"","Kerala","3255","30","63.5","25.4","2.0","213"
"","Tamil Nadu","12747","899","289.4","102.9","1.9","368"
"","Pondy","333","0","7.2","7.1","0.1","23"
"ER","Bihar","2396","0","48.8","45.3","0.9","230"
"","DVC","2624","0","59.1","-14.9","-0.6","180"
"","Jharkhand","767","0","19.6","9.4","-0.9","60"
"","Odisha","3395","0","70.5","19.1","-1.6","190"
"","West Bengal","7052","112","152.2","47.3","-1.1","240"
"","Sikkim","94","0","1.1","1.3","-0.2","20"
"NER","Arunachal Pradesh","94","6","1.1","1.1","0.0","30"
"","Assam","1108","142","19.3","12.1","3.5","140"
"","Manipur","101","9","1.6","1.4","0.2","34"
"","Meghalaya","255","5","3.9","3.2","0.1","89"
"","Mizoram","72","3","1.1","1.0","-0.1","20"
"","Nagaland","92","3","1.4","1.5","-0.4","26"
"","Tripura","246","0","3.0","1.0","-0.5","60"
