"","NR","WR","SR","ER","NER"
"Schedule(MU)","115.8","-117.9","56.3","-56.3","2.6"
"Actual(MU)","126.5","-119.9","53.6","-61.1","3.5"
"O/D/U/D(MU)","10.7","-2.0","-2.7","-4.8","0.9"
