"","NR","WR","SR","ER","NER","All India"
"Coal","483","1007","390","353","8","2241"
"Lignite","14","12","50","0","0","76"
"Hydro","332","23","61","137","30","583"
"Nuclear","27","31","60","0","0","119"
"Gas, Naptha & Diesel","30","39","16","0","29","113"
"RES (Wind, Solar, Biomass & Others)","53","155","280","2","0","490"
"Total","940","1266","857","493","66","3622"
