"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4800","0","91.2","39.3","3.6","386"
"","Haryana","5022","0","94.5","50.5","-3.0","245"
"","Rajasthan","9691","0","194.0","90.0","-2.2","230"
"","Delhi","3546","34","62.2","42.5","-0.1","364"
"","UP","9899","1100","204.2","75.4","-6.0","171"
"","Uttarakhand","1657","40","32.5","24.0","0.7","326"
"","HP","1262","0","23.7","19.9","-1.5","116"
"","J&K","1994","100","40.9","33.6","1.1","273"
"","Chandigarh","211","0","3.7","3.3","0.4","48"
"WR","Chhattisgarh","3049","23","69.8","18.5","-0.5","278"
"","Gujarat","10821","0","240.6","37.6","1.1","515"
"","MP","8278","0","159.0","91.2","-1.7","789"
"","Maharashtra","17521","42","366.7","111.0","-0.3","579"
"","Goa","383","0","7.6","7.4","-0.2","1"
"","DD","232","0","5.8","5.4","0.4","41"
"","DNH","616","0","14.6","14.5","0.1","37"
"","Essar steel","288","0","5.8","5.8","0.0","26"
"SR","Andhra Pradesh","12326","1200","273.7","88.2","9.0","603"
"","Karnataka","9157","400","194.9","17.7","0.5","293"
"","Kerala","3350","150","62.5","31.1","3.2","283"
"","Tamil Nadu","11713","761","261.7","92.5","1.5","376"
"","Pondy","309","0","6.3","6.4","-0.1","25"
"ER","Bihar","2060","0","35.4","34.2","1.2","195"
"","DVC","2567","0","57.2","-22.1","-2.3","305"
"","Jharkhand","1051","0","21.2","11.8","-1.3","60"
"","Odisha","3545","0","65.4","10.7","1.2","290"
"","West Bengal","6323","0","112.8","24.4","4.8","560"
"","Sikkim","91","0","1.7","1.2","0.5","28"
"NER","Arunachal Pradesh","110","10","1.5","1.2","0.3","45"
"","Assam","1045","122","19.8","12.0","3.3","214"
"","Manipur","107","8","1.7","1.6","0.1","35"
"","Meghalaya","289","6","5.0","3.5","0.2","68"
"","Mizoram","75","5","1.1","1.0","-0.1","36"
"","Nagaland","96","0","1.6","1.6","-0.3","21"
"","Tripura","201","2","3.0","0.5","-0.1","48"
