"","NR","WR","SR","ER","NER"
"Schedule(MU)","117.8","-105.3","27.4","-53.0","5.1"
"Actual(MU)","108.8","-106.7","31.7","-45.2","8.1"
"O/D/U/D(MU)","-9.0","-1.4","4.3","7.8","3.0"
