"","NR","WR","SR","ER","NER"
"Schedule(MU)","98.5","-107.5","56.1","-49.1","1.9"
"Actual(MU)","124.7","-121.2","60.8","-63.4","2.6"
"O/D/U/D(MU)","26.2","-13.8","4.7","-14.3","0.7"
