"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","47862","41075","36888","18639","2450","146914"
"Peak Shortage (MW)","464","61","44","0","157","726"
"Energy Met (MU)","1099","932","866","381","46","3324"
"Hydro Gen(MU)","343","30","37","105","28","543"
"Wind Gen(MU)","46","141","171","----------","----------","358"
"Solar Gen (MU)*","0.30","11.41","23.00","0.39","0.20","35"
"Energy Shortage (MU)","8.5","0.0","0.0","0.0","1.4","9.9"
"Maximum Demand Met during the day (MW) (from NLDC SCADA)","50200","40529","38432","19215","2547","149444"
