"","NR","WR","SR","ER","NER"
"Schedule(MU)","79.5","-43.3","45.7","-90.3","6.8"
"Actual(MU)","88.7","-47.3","45.4","-94.1","5.1"
"O/D/U/D(MU)","9.2","-4.0","-0.3","-3.8","-1.7"
