"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5967","0","127.2","74.6","-0.1","131"
"","Haryana","5542","247","116.5","66.9","0.7","193"
"","Rajasthan","7121","0","159.0","57.9","-2.0","27"
"","Delhi","4351","0","92.1","59.8","-1.1","353"
"","UP","9818","2120","227.5","89.7","-1.2","328"
"","Uttarakhand","1463","215","31.8","17.9","0.8","159"
"","HP","1104","0","22.7","10.3","0.7","97"
"","J&K","1863","100","29.7","16.8","0.1","726"
"","Chandigarh","238","0","4.6","4.5","0.1","34"
"WR","Chhattisgarh","3228","109","70.0","21.8","-1.0","265"
"","Gujarat","12111","88","270.8","64.6","-3.1","372"
"","MP","7196","33","146.8","71.1","-2.9","68"
"","Maharashtra","16955","444","375.9","95.9","5.9","592"
"","Goa","377","87","8.0","6.0","1.6","142"
"","DD","273","1","6.2","5.1","1.1","80"
"","DNH","569","2","13.5","13.9","-0.3","29"
"SR","Andhra Pradesh","10583","3000","239.7","75.4","3.5","417"
"","Karnataka","7818","300","168.9","23.4","0.8","228"
"","Kerala","2868","500","57.9","35.9","1.6","229"
"","Tamil Nadu","11200","1131","228.2","60.2","2.6","373"
"","Pondy","309","0","6.4","7.2","-0.8","28"
"ER","Bihar","1804","400","38.8","39.4","-0.6","120"
"","DVC","2731","0","58.3","-25.2","-2.8","200"
"","Jharkhand","904","0","19.4","12.4","0.4","110"
"","Odisha","3584","0","62.8","11.9","-5.1","170"
"","West Bengal","6699","20","131.3","31.9","-5.5","110"
"","Sikkim","89","0","1.5","0.7","0.8","25"
"NER","Arunachal Pradesh","88","2","1.2","1.2","0.0","37"
"","Assam","1029","73","16.3","11.7","-0.8","168"
"","Manipur","103","2","1.3","1.2","0.1","32"
"","Meghalaya","246","4","3.7","1.8","-0.1","47"
"","Mizoram","53","4","0.9","1.0","0.0","10"
"","Nagaland","96","2","1.4","1.3","-0.2","15"
"","Tripura","156","26","2.3","0.7","-0.2","8"
