"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.22","6.82","7.04","74.50","18.46"
"SR GRID","0.00","0.00","0.22","6.82","7.04","74.50","18.46"
