"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","132.2","-133.6","72.2","-69.7","-3.6","-2.5"
"Actual(MU)","111.3","-127.4","78.0","-65.6","0.7","-3.1"
"O/D/U/D(MU)","-20.9","6.2","5.8","4.1","4.3","-0.6"
