"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","41776","43670","36079","16351","2254","140130"
"Peak Shortage (MW)","650","11","0","300","46","1007"
"Energy Met (MU)","875","1016","835","312","39","3077"
"Hydro Gen(MU)","99","48","38","24","11","220"
"Wind Gen(MU)","3","18","18","----------","----------","40"
"Solar Gen (MU)*","2.73","10.30","15.40","0.05","0.01","28"
