"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0","0.2","7.8","13.5","8.0","89.4","2.6"
"SR GRID","0","0.5","22.0","47.7","22.5","76.7","0.8"
