"","NR","WR","SR","ER","NER"
"Schedule(MU)","130.7","-101.0","35.2","-67.7","4.6"
"Actual(MU)","133.8","-107.6","35.2","-68.1","7.3"
"O/D/U/D(MU)","3.1","-6.6","0.0","-0.4","2.7"
